연도,월,날짜,지역,행정구역,구분,관광지,방문자수,평균지출액,평균기온,강수량_mm,외국인비율,이벤트,비고
2023,6,2023-06-01,서귀포시,안덕면,면,서귀포 일대,8151.0,160139,21.6,183.0,0.247,False,
2023,6,2023-06-01,서귀포시,표선면,면,서귀포 일대,8014.0,159061,21.2,187.0,0.249,False,
2023,7,2023-07-01,제주시,아라동,동,제주 전역,9957.0,167023,25.2,210.0,0.263,False,
2023,7,2023-07-01,제주시,봉개동,동,제주 전역,8498.0,159564,26.3,208.0,0.273,False,
2023,7,2023-07-01,제주시,도두동,동,제주 전역,7627.0,160882,26.0,229.0,0.301,False,
2023,7,2023-07-01,제주시,건입동,동,제주 전역,7400.0,159234,26.1,213.0,0.285,False,
2023,7,2023-07-01,제주시,화북동,동,제주 전역,8682.0,163211,25.4,221.0,0.273,False,
2023,7,2023-07-01,제주시,이도1동,동,제주 전역,7009.0,168792,25.7,222.0,0.286,False,
2023,7,2023-07-01,제주시,이도2동,동,제주 전역,7913.0,166931,25.5,233.0,0.281,False,
2023,7,2023-07-01,제주시,이호동,동,제주 전역,9103.0,167828,25.4,258.0,0.271,False,
2023,7,2023-07-01,제주시,일도1동,동,제주 전역,6879.0,164500,25.2,222.0,0.286,False,
2023,7,2023-07-01,제주시,일도2동,동,제주 전역,6879.0,160529,26.0,212.0,0.257,False,
2023,7,2023-07-01,제주시,노형동,동,제주 전역,9539.0,166427,25.8,225.0,0.272,False,
2023,7,2023-07-01,제주시,외도동,동,제주 전역,7353.0,162929,25.4,187.0,0.273,False,
2023,7,2023-07-01,제주시,오라동,동,제주 전역,7664.0,165047,25.5,212.0,0.289,False,
2023,7,2023-07-01,제주시,삼도1동,동,제주 전역,8985.0,160105,25.5,207.0,0.284,False,
2023,7,2023-07-01,제주시,삼도2동,동,제주 전역,8204.0,162756,25.2,219.0,0.276,False,
2023,7,2023-07-01,제주시,삼양동,동,제주 전역,7332.0,163437,25.4,250.0,0.25,False,
2023,7,2023-07-01,제주시,연동,동,제주 전역,10621.0,160432,25.4,201.0,0.272,False,
2023,7,2023-07-01,제주시,용담1동,동,제주 전역,7151.0,164575,26.0,222.0,0.282,False,
2023,7,2023-07-01,제주시,용담2동,동,제주 전역,7837.0,161921,25.5,241.0,0.282,False,
2023,7,2023-07-01,제주시,애월읍,읍,제주 전역,9593.0,170312,25.2,222.0,0.273,False,
2023,7,2023-07-01,제주시,구좌읍,읍,제주 전역,7870.0,158613,25.7,217.0,0.26,False,
2023,7,2023-07-01,제주시,한림읍,읍,제주 전역,10437.0,169289,24.8,207.0,0.27,False,
2023,7,2023-07-01,제주시,조천읍,읍,제주 전역,9451.0,164850,25.5,217.0,0.292,False,
2023,7,2023-07-01,제주시,한경면,면,제주 전역,6596.0,167029,25.5,201.0,0.273,False,
2023,7,2023-07-01,제주시,추자면,면,제주 전역,7922.0,171525,25.7,235.0,0.288,False,
2023,7,2023-07-01,제주시,우도면,면,제주 전역,6225.0,169193,26.0,216.0,0.274,False,
2023,7,2023-07-01,서귀포시,송산동,동,서귀포 일대,13009.0,167234,25.1,228.0,0.284,False,
2023,7,2023-07-01,서귀포시,정방동,동,서귀포 일대,11166.0,168758,25.7,198.0,0.278,False,
2023,7,2023-07-01,서귀포시,중앙동,동,서귀포 일대,11826.0,158632,26.2,230.0,0.279,False,
2023,7,2023-07-01,서귀포시,천지동,동,서귀포 일대,11509.0,170105,25.8,232.0,0.285,False,
2023,7,2023-07-01,서귀포시,효돈동,동,서귀포 일대,10708.0,159654,26.1,243.0,0.293,False,
2023,7,2023-07-01,서귀포시,영천동,동,서귀포 일대,12653.0,161789,25.5,249.0,0.271,False,
2023,7,2023-07-01,서귀포시,동홍동,동,서귀포 일대,11825.0,165560,25.0,213.0,0.28,False,
2023,7,2023-07-01,서귀포시,서홍동,동,서귀포 일대,10748.0,161969,25.6,200.0,0.283,False,
2023,7,2023-07-01,서귀포시,대륜동,동,서귀포 일대,12603.0,161164,25.6,214.0,0.277,False,
2023,7,2023-07-01,서귀포시,대천동,동,서귀포 일대,13187.0,162652,25.5,213.0,0.281,False,
2023,7,2023-07-01,서귀포시,중문동,동,서귀포 일대,11521.0,166252,25.7,245.0,0.287,False,
2023,7,2023-07-01,서귀포시,예래동,동,서귀포 일대,13559.0,169796,25.9,241.0,0.283,False,
2023,7,2023-07-01,서귀포시,대정읍,읍,서귀포 일대,16391.0,163930,25.5,207.0,0.303,False,
2023,7,2023-07-01,서귀포시,남원읍,읍,서귀포 일대,16917.0,163574,24.5,210.0,0.282,False,
2023,7,2023-07-01,서귀포시,성산읍,읍,서귀포 일대,15723.0,169970,25.6,236.0,0.273,False,
2023,7,2023-07-01,서귀포시,안덕면,면,서귀포 일대,10665.0,169998,26.3,225.0,0.288,False,
2023,7,2023-07-01,서귀포시,표선면,면,서귀포 일대,9874.0,165356,25.1,207.0,0.287,False,
2023,8,2023-08-01,제주시,아라동,동,제주 전역,9970.0,166233,27.2,220.0,0.308,True,
2023,8,2023-08-01,제주시,봉개동,동,제주 전역,8433.0,174253,26.2,252.0,0.307,True,
2023,8,2023-08-01,제주시,도두동,동,제주 전역,8869.0,166762,26.5,230.0,0.275,True,
2023,8,2023-08-01,제주시,건입동,동,제주 전역,7738.0,167393,27.0,226.0,0.286,True,
2023,8,2023-08-01,제주시,화북동,동,제주 전역,7429.0,164774,25.4,260.0,0.292,True,
2023,8,2023-08-01,제주시,이도1동,동,제주 전역,8071.0,168248,27.6,257.0,0.303,True,
2023,8,2023-08-01,제주시,이도2동,동,제주 전역,9282.0,172462,26.1,247.0,0.305,True,
2023,8,2023-08-01,제주시,이호동,동,제주 전역,8985.0,161678,26.3,216.0,0.297,True,
2023,8,2023-08-01,제주시,일도1동,동,제주 전역,8744.0,170200,26.9,250.0,0.303,True,
2023,8,2023-08-01,제주시,일도2동,동,제주 전역,7875.0,162054,27.0,219.0,0.303,True,
2023,8,2023-08-01,제주시,노형동,동,제주 전역,9057.0,170702,26.8,253.0,0.281,True,
2023,8,2023-08-01,제주시,외도동,동,제주 전역,6834.0,165527,26.7,233.0,0.271,True,
2023,8,2023-08-01,제주시,오라동,동,제주 전역,8841.0,165161,26.2,266.0,0.302,True,
2023,8,2023-08-01,제주시,삼도1동,동,제주 전역,7165.0,172373,25.6,236.0,0.297,True,
2023,8,2023-08-01,제주시,삼도2동,동,제주 전역,8089.0,172773,26.3,269.0,0.306,True,
2023,8,2023-08-01,제주시,삼양동,동,제주 전역,6570.0,161607,26.8,221.0,0.279,True,
2023,8,2023-08-01,제주시,연동,동,제주 전역,10620.0,173402,25.6,220.0,0.322,True,
2023,8,2023-08-01,제주시,용담1동,동,제주 전역,7946.0,161499,26.0,235.0,0.296,True,
2023,8,2023-08-01,제주시,용담2동,동,제주 전역,7961.0,163369,27.3,251.0,0.303,True,
2023,8,2023-08-01,제주시,애월읍,읍,제주 전역,9295.0,174682,27.0,234.0,0.304,True,
2023,8,2023-08-01,제주시,구좌읍,읍,제주 전역,8751.0,168808,26.9,247.0,0.309,True,
2023,8,2023-08-01,제주시,한림읍,읍,제주 전역,10641.0,170667,26.1,219.0,0.305,True,
2023,8,2023-08-01,제주시,조천읍,읍,제주 전역,10016.0,162828,26.1,210.0,0.303,True,
2023,8,2023-08-01,제주시,한경면,면,제주 전역,7238.0,173480,25.8,260.0,0.303,True,
2023,8,2023-08-01,제주시,추자면,면,제주 전역,7301.0,166439,26.3,229.0,0.325,True,
2023,8,2023-08-01,제주시,우도면,면,제주 전역,8293.0,166272,27.3,236.0,0.304,True,
2023,8,2023-08-01,서귀포시,송산동,동,서귀포 일대,14998.0,171110,26.3,224.0,0.287,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,정방동,동,서귀포 일대,13464.0,162114,26.5,223.0,0.288,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,중앙동,동,서귀포 일대,15144.0,164018,26.2,237.0,0.313,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,천지동,동,서귀포 일대,13179.0,170897,26.9,235.0,0.294,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,효돈동,동,서귀포 일대,11957.0,167339,26.3,251.0,0.274,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,영천동,동,서귀포 일대,13009.0,171036,26.3,222.0,0.309,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,동홍동,동,서귀포 일대,13536.0,168169,25.4,253.0,0.288,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,서홍동,동,서귀포 일대,11886.0,174570,26.2,256.0,0.289,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,대륜동,동,서귀포 일대,10604.0,174423,26.3,237.0,0.294,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,대천동,동,서귀포 일대,12768.0,163200,26.0,240.0,0.299,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,중문동,동,서귀포 일대,14438.0,172508,26.0,222.0,0.317,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,예래동,동,서귀포 일대,16025.0,167471,26.3,243.0,0.291,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,대정읍,읍,서귀포 일대,19127.0,164791,25.6,252.0,0.296,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,남원읍,읍,서귀포 일대,14587.0,161561,25.8,226.0,0.299,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,성산읍,읍,서귀포 일대,17170.0,166820,26.9,256.0,0.302,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,안덕면,면,서귀포 일대,11634.0,165447,26.0,247.0,0.306,True,8월 해변 축제
2023,8,2023-08-01,서귀포시,표선면,면,서귀포 일대,12004.0,169487,26.7,279.0,0.313,True,8월 해변 축제
2023,9,2023-09-01,제주시,아라동,동,제주 전역,8313.0,154934,22.0,214.0,0.234,False,
2023,9,2023-09-01,제주시,봉개동,동,제주 전역,5359.0,159640,22.0,193.0,0.237,False,
2023,9,2023-09-01,제주시,도두동,동,제주 전역,6634.0,158766,23.4,178.0,0.235,False,
2023,9,2023-09-01,제주시,건입동,동,제주 전역,6483.0,158162,22.2,195.0,0.219,False,
2023,9,2023-09-01,제주시,화북동,동,제주 전역,7112.0,161725,22.9,198.0,0.232,False,
2023,9,2023-09-01,제주시,이도1동,동,제주 전역,6372.0,156021,22.4,234.0,0.22,False,
2023,9,2023-09-01,제주시,이도2동,동,제주 전역,6857.0,155271,22.9,212.0,0.24,False,
2023,9,2023-09-01,제주시,이호동,동,제주 전역,6799.0,157715,23.0,211.0,0.229,False,
2023,9,2023-09-01,제주시,일도1동,동,제주 전역,6961.0,161654,22.8,203.0,0.24,False,
2023,9,2023-09-01,제주시,일도2동,동,제주 전역,6824.0,163915,22.8,178.0,0.232,False,
2023,9,2023-09-01,제주시,노형동,동,제주 전역,6740.0,160545,23.5,209.0,0.244,False,
2023,9,2023-09-01,제주시,외도동,동,제주 전역,6083.0,158379,22.0,208.0,0.234,False,
2023,9,2023-09-01,제주시,오라동,동,제주 전역,6772.0,164303,22.6,208.0,0.238,False,
2023,9,2023-09-01,제주시,삼도1동,동,제주 전역,7790.0,160784,22.4,216.0,0.238,False,
2023,9,2023-09-01,제주시,삼도2동,동,제주 전역,6314.0,161194,22.5,212.0,0.255,False,
2023,9,2023-09-01,제주시,삼양동,동,제주 전역,6408.0,163758,22.7,182.0,0.243,False,
2023,9,2023-09-01,제주시,연동,동,제주 전역,7397.0,160477,21.8,202.0,0.231,False,
2023,9,2023-09-01,제주시,용담1동,동,제주 전역,7318.0,157392,21.9,197.0,0.224,False,
2023,9,2023-09-01,제주시,용담2동,동,제주 전역,7573.0,162318,22.2,212.0,0.239,False,
2023,9,2023-09-01,제주시,애월읍,읍,제주 전역,8893.0,163450,23.1,194.0,0.241,False,
2023,9,2023-09-01,제주시,구좌읍,읍,제주 전역,8706.0,163780,23.5,191.0,0.255,False,
2023,9,2023-09-01,제주시,한림읍,읍,제주 전역,7813.0,164528,22.0,204.0,0.245,False,
2023,9,2023-09-01,제주시,조천읍,읍,제주 전역,6683.0,160895,22.9,208.0,0.261,False,
2023,9,2023-09-01,제주시,한경면,면,제주 전역,6327.0,160623,21.6,192.0,0.237,False,
2023,9,2023-09-01,제주시,추자면,면,제주 전역,6665.0,166204,22.8,219.0,0.252,False,
2023,9,2023-09-01,제주시,우도면,면,제주 전역,5203.0,160606,21.7,220.0,0.232,False,
2023,9,2023-09-01,서귀포시,송산동,동,서귀포 일대,9327.0,159939,22.3,208.0,0.253,False,
2023,9,2023-09-01,서귀포시,정방동,동,서귀포 일대,9399.0,159365,22.9,211.0,0.245,False,
2023,9,2023-09-01,서귀포시,중앙동,동,서귀포 일대,10650.0,153840,22.0,201.0,0.247,False,
2023,9,2023-09-01,서귀포시,천지동,동,서귀포 일대,9158.0,166349,22.6,213.0,0.238,False,
2023,9,2023-09-01,서귀포시,효돈동,동,서귀포 일대,11868.0,165940,22.6,157.0,0.255,False,
2023,9,2023-09-01,서귀포시,영천동,동,서귀포 일대,11564.0,163803,22.1,204.0,0.243,False,
2023,9,2023-09-01,서귀포시,동홍동,동,서귀포 일대,10537.0,165738,23.1,179.0,0.204,False,
2023,9,2023-09-01,서귀포시,서홍동,동,서귀포 일대,10169.0,162359,22.3,225.0,0.253,False,
2023,9,2023-09-01,서귀포시,대륜동,동,서귀포 일대,10798.0,159973,22.7,203.0,0.236,False,
2023,9,2023-09-01,서귀포시,대천동,동,서귀포 일대,9240.0,156255,21.8,208.0,0.222,False,
2023,9,2023-09-01,서귀포시,중문동,동,서귀포 일대,12729.0,153962,22.1,196.0,0.243,False,
2023,9,2023-09-01,서귀포시,예래동,동,서귀포 일대,10770.0,163719,22.6,219.0,0.248,False,
2023,9,2023-09-01,서귀포시,대정읍,읍,서귀포 일대,13124.0,161986,21.8,230.0,0.255,False,
2023,9,2023-09-01,서귀포시,남원읍,읍,서귀포 일대,10506.0,156414,22.3,185.0,0.256,False,
2023,9,2023-09-01,서귀포시,성산읍,읍,서귀포 일대,12792.0,157354,22.9,215.0,0.229,False,
2023,9,2023-09-01,서귀포시,안덕면,면,서귀포 일대,7761.0,153742,22.8,195.0,0.257,False,
2023,9,2023-09-01,서귀포시,표선면,면,서귀포 일대,8640.0,159100,22.4,187.0,0.255,False,
2023,10,2023-10-01,제주시,아라동,동,제주 전역,7951.0,144010,16.6,154.0,0.201,False,
2023,10,2023-10-01,제주시,봉개동,동,제주 전역,6606.0,155712,18.5,110.0,0.196,False,
2023,10,2023-10-01,제주시,도두동,동,제주 전역,6533.0,146247,16.3,118.0,0.186,False,
2023,10,2023-10-01,제주시,건입동,동,제주 전역,5188.0,155424,17.6,109.0,0.199,False,
2023,10,2023-10-01,제주시,화북동,동,제주 전역,5442.0,150265,16.3,114.0,0.198,False,
2023,10,2023-10-01,제주시,이도1동,동,제주 전역,5504.0,148895,17.7,121.0,0.183,False,
2023,10,2023-10-01,제주시,이도2동,동,제주 전역,7588.0,145626,15.8,92.0,0.213,False,
2023,10,2023-10-01,제주시,이호동,동,제주 전역,6852.0,150512,16.7,136.0,0.183,False,
2023,10,2023-10-01,제주시,일도1동,동,제주 전역,6351.0,152055,17.2,104.0,0.212,False,
2023,10,2023-10-01,제주시,일도2동,동,제주 전역,5821.0,155462,17.2,146.0,0.188,False,
2023,10,2023-10-01,제주시,노형동,동,제주 전역,6117.0,145041,17.7,105.0,0.198,False,
2023,10,2023-10-01,제주시,외도동,동,제주 전역,6718.0,148342,16.7,98.0,0.205,False,
2023,10,2023-10-01,제주시,오라동,동,제주 전역,6600.0,154223,16.7,128.0,0.193,False,
2023,10,2023-10-01,제주시,삼도1동,동,제주 전역,5527.0,146061,17.1,142.0,0.197,False,
2023,10,2023-10-01,제주시,삼도2동,동,제주 전역,5568.0,149363,16.5,82.0,0.201,False,
2023,10,2023-10-01,제주시,삼양동,동,제주 전역,7000.0,152422,17.0,103.0,0.206,False,
2023,10,2023-10-01,제주시,연동,동,제주 전역,7413.0,151473,17.4,114.0,0.185,False,
2023,10,2023-10-01,제주시,용담1동,동,제주 전역,6694.0,154542,17.1,146.0,0.186,False,
2023,10,2023-10-01,제주시,용담2동,동,제주 전역,6656.0,150293,17.1,103.0,0.175,False,
2023,10,2023-10-01,제주시,애월읍,읍,제주 전역,5255.0,154891,16.2,79.0,0.194,False,
2023,10,2023-10-01,제주시,구좌읍,읍,제주 전역,6310.0,152348,16.5,108.0,0.19,False,
2023,10,2023-10-01,제주시,한림읍,읍,제주 전역,6566.0,151238,16.8,103.0,0.182,False,
2023,10,2023-10-01,제주시,조천읍,읍,제주 전역,6343.0,146162,16.8,119.0,0.202,False,
2023,10,2023-10-01,제주시,한경면,면,제주 전역,6003.0,153538,17.8,118.0,0.226,False,
2023,10,2023-10-01,제주시,추자면,면,제주 전역,5637.0,145867,17.5,120.0,0.207,False,
2023,10,2023-10-01,제주시,우도면,면,제주 전역,5782.0,145960,16.6,134.0,0.2,False,
2023,10,2023-10-01,서귀포시,송산동,동,서귀포 일대,9297.0,146522,17.3,127.0,0.185,False,
2023,10,2023-10-01,서귀포시,정방동,동,서귀포 일대,8834.0,155726,17.5,138.0,0.201,False,
2023,10,2023-10-01,서귀포시,중앙동,동,서귀포 일대,8916.0,153315,17.7,117.0,0.205,False,
2023,10,2023-10-01,서귀포시,천지동,동,서귀포 일대,8808.0,152452,17.0,119.0,0.202,False,
2023,10,2023-10-01,서귀포시,효돈동,동,서귀포 일대,7290.0,151288,17.4,142.0,0.202,False,
2023,10,2023-10-01,서귀포시,영천동,동,서귀포 일대,10572.0,152760,16.9,117.0,0.178,False,
2023,10,2023-10-01,서귀포시,동홍동,동,서귀포 일대,9621.0,154684,17.0,138.0,0.19,False,
2023,10,2023-10-01,서귀포시,서홍동,동,서귀포 일대,8606.0,155786,16.7,117.0,0.203,False,
2023,10,2023-10-01,서귀포시,대륜동,동,서귀포 일대,9026.0,149980,17.2,138.0,0.206,False,
2023,10,2023-10-01,서귀포시,대천동,동,서귀포 일대,10810.0,146617,17.0,123.0,0.201,False,
2023,10,2023-10-01,서귀포시,중문동,동,서귀포 일대,9738.0,146158,17.2,132.0,0.191,False,
2023,10,2023-10-01,서귀포시,예래동,동,서귀포 일대,10382.0,149529,17.1,110.0,0.206,False,
2023,10,2023-10-01,서귀포시,대정읍,읍,서귀포 일대,12378.0,153749,17.9,105.0,0.19,False,
2023,10,2023-10-01,서귀포시,남원읍,읍,서귀포 일대,8443.0,150477,17.2,138.0,0.171,False,
2023,10,2023-10-01,서귀포시,성산읍,읍,서귀포 일대,10823.0,150448,17.3,124.0,0.214,False,
2023,10,2023-10-01,서귀포시,안덕면,면,서귀포 일대,7090.0,150392,16.9,133.0,0.199,False,
2023,10,2023-10-01,서귀포시,표선면,면,서귀포 일대,9330.0,150097,17.1,132.0,0.195,False,
2023,11,2023-11-01,제주시,아라동,동,제주 전역,6198.0,144445,10.9,67.0,0.162,False,
2023,11,2023-11-01,제주시,봉개동,동,제주 전역,5207.0,145571,11.8,98.0,0.167,False,
2023,11,2023-11-01,제주시,도두동,동,제주 전역,5250.0,140341,10.9,94.0,0.167,False,
2023,11,2023-11-01,제주시,건입동,동,제주 전역,6315.0,137304,11.0,98.0,0.134,False,
2023,11,2023-11-01,제주시,화북동,동,제주 전역,6267.0,137567,11.1,97.0,0.137,False,
2023,11,2023-11-01,제주시,이도1동,동,제주 전역,5181.0,143108,10.6,88.0,0.159,False,
2023,11,2023-11-01,제주시,이도2동,동,제주 전역,5949.0,145687,11.0,88.0,0.155,False,
2023,11,2023-11-01,제주시,이호동,동,제주 전역,5791.0,146706,10.2,60.0,0.166,False,
2023,11,2023-11-01,제주시,일도1동,동,제주 전역,5608.0,142370,11.3,103.0,0.165,False,
2023,11,2023-11-01,제주시,일도2동,동,제주 전역,5556.0,147569,10.8,120.0,0.16,False,
2023,11,2023-11-01,제주시,노형동,동,제주 전역,6907.0,143191,11.0,127.0,0.154,False,
2023,11,2023-11-01,제주시,외도동,동,제주 전역,4660.0,145423,10.8,90.0,0.154,False,
2023,11,2023-11-01,제주시,오라동,동,제주 전역,5889.0,145055,11.0,65.0,0.174,False,
2023,11,2023-11-01,제주시,삼도1동,동,제주 전역,5533.0,146157,10.7,82.0,0.165,False,
2023,11,2023-11-01,제주시,삼도2동,동,제주 전역,4749.0,140749,11.0,68.0,0.148,False,
2023,11,2023-11-01,제주시,삼양동,동,제주 전역,5716.0,138685,11.3,90.0,0.171,False,
2023,11,2023-11-01,제주시,연동,동,제주 전역,5225.0,145507,11.7,93.0,0.15,False,
2023,11,2023-11-01,제주시,용담1동,동,제주 전역,4694.0,140756,11.5,66.0,0.164,False,
2023,11,2023-11-01,제주시,용담2동,동,제주 전역,5628.0,146853,11.1,102.0,0.166,False,
2023,11,2023-11-01,제주시,애월읍,읍,제주 전역,6654.0,142648,10.9,82.0,0.137,False,
2023,11,2023-11-01,제주시,구좌읍,읍,제주 전역,6370.0,141525,10.8,106.0,0.156,False,
2023,11,2023-11-01,제주시,한림읍,읍,제주 전역,5505.0,136368,11.1,92.0,0.155,False,
2023,11,2023-11-01,제주시,조천읍,읍,제주 전역,6997.0,144708,10.2,87.0,0.137,False,
2023,11,2023-11-01,제주시,한경면,면,제주 전역,4784.0,146720,10.8,90.0,0.159,False,
2023,11,2023-11-01,제주시,추자면,면,제주 전역,5268.0,144169,10.8,66.0,0.182,False,
2023,11,2023-11-01,제주시,우도면,면,제주 전역,4560.0,145984,11.0,98.0,0.179,False,
2023,11,2023-11-01,서귀포시,송산동,동,서귀포 일대,9297.0,139819,11.3,98.0,0.168,False,
2023,11,2023-11-01,서귀포시,정방동,동,서귀포 일대,7479.0,147460,11.3,87.0,0.154,False,
2023,11,2023-11-01,서귀포시,중앙동,동,서귀포 일대,8497.0,138448,10.4,96.0,0.16,False,
2023,11,2023-11-01,서귀포시,천지동,동,서귀포 일대,8744.0,144403,11.0,84.0,0.165,False,
2023,11,2023-11-01,서귀포시,효돈동,동,서귀포 일대,8574.0,146803,11.2,92.0,0.175,False,
2023,11,2023-11-01,서귀포시,영천동,동,서귀포 일대,7826.0,142064,10.6,97.0,0.141,False,
2023,11,2023-11-01,서귀포시,동홍동,동,서귀포 일대,7495.0,138545,11.3,102.0,0.151,False,
2023,11,2023-11-01,서귀포시,서홍동,동,서귀포 일대,7955.0,145514,11.2,93.0,0.153,False,
2023,11,2023-11-01,서귀포시,대륜동,동,서귀포 일대,7921.0,140524,11.5,103.0,0.152,False,
2023,11,2023-11-01,서귀포시,대천동,동,서귀포 일대,8583.0,138141,11.5,100.0,0.157,False,
2023,11,2023-11-01,서귀포시,중문동,동,서귀포 일대,10273.0,139801,10.9,122.0,0.148,False,
2023,11,2023-11-01,서귀포시,예래동,동,서귀포 일대,8765.0,144356,11.4,99.0,0.153,False,
2023,11,2023-11-01,서귀포시,대정읍,읍,서귀포 일대,9582.0,140009,10.6,109.0,0.153,False,
2023,11,2023-11-01,서귀포시,남원읍,읍,서귀포 일대,9349.0,138891,10.5,81.0,0.17,False,
2023,11,2023-11-01,서귀포시,성산읍,읍,서귀포 일대,9836.0,138476,11.0,69.0,0.173,False,
2023,11,2023-11-01,서귀포시,안덕면,면,서귀포 일대,7560.0,139788,11.9,75.0,0.152,False,
2023,11,2023-11-01,서귀포시,표선면,면,서귀포 일대,7369.0,146169,10.8,78.0,0.166,False,
2023,12,2023-12-01,제주시,아라동,동,제주 전역,5286.0,135738,5.9,44.0,0.146,False,
2023,12,2023-12-01,제주시,봉개동,동,제주 전역,5949.0,140676,6.6,86.0,0.138,False,
2023,12,2023-12-01,제주시,도두동,동,제주 전역,5195.0,140894,6.7,76.0,0.151,False,
2023,12,2023-12-01,제주시,건입동,동,제주 전역,4911.0,141622,6.8,57.0,0.14,False,
2023,12,2023-12-01,제주시,화북동,동,제주 전역,4701.0,140037,5.5,85.0,0.136,False,
2023,12,2023-12-01,제주시,이도1동,동,제주 전역,5488.0,135721,5.4,53.0,0.142,False,
2023,12,2023-12-01,제주시,이도2동,동,제주 전역,4640.0,139126,6.6,58.0,0.135,False,
2023,12,2023-12-01,제주시,이호동,동,제주 전역,5472.0,134154,6.9,86.0,0.148,False,
2023,12,2023-12-01,제주시,일도1동,동,제주 전역,5342.0,139141,6.0,88.0,0.144,False,
2023,12,2023-12-01,제주시,일도2동,동,제주 전역,4919.0,134714,7.7,65.0,0.127,False,
2023,12,2023-12-01,제주시,노형동,동,제주 전역,6807.0,143117,6.2,93.0,0.115,False,
2023,12,2023-12-01,제주시,외도동,동,제주 전역,5001.0,132865,7.3,81.0,0.104,False,
2023,12,2023-12-01,제주시,오라동,동,제주 전역,4675.0,138331,6.6,53.0,0.147,False,
2023,12,2023-12-01,제주시,삼도1동,동,제주 전역,5034.0,137054,6.6,85.0,0.152,False,
2023,12,2023-12-01,제주시,삼도2동,동,제주 전역,4888.0,139679,5.7,79.0,0.153,False,
2023,12,2023-12-01,제주시,삼양동,동,제주 전역,5541.0,132692,7.0,82.0,0.106,False,
2023,12,2023-12-01,제주시,연동,동,제주 전역,5562.0,133717,6.6,71.0,0.122,False,
2023,12,2023-12-01,제주시,용담1동,동,제주 전역,5970.0,136724,6.2,56.0,0.149,False,
2023,12,2023-12-01,제주시,용담2동,동,제주 전역,5439.0,138682,6.5,69.0,0.153,False,
2023,12,2023-12-01,제주시,애월읍,읍,제주 전역,5637.0,138213,7.1,105.0,0.151,False,
2023,12,2023-12-01,제주시,구좌읍,읍,제주 전역,6177.0,132818,6.7,76.0,0.161,False,
2023,12,2023-12-01,제주시,한림읍,읍,제주 전역,4540.0,138264,6.4,110.0,0.139,False,
2023,12,2023-12-01,제주시,조천읍,읍,제주 전역,5937.0,142252,6.6,60.0,0.149,False,
2023,12,2023-12-01,제주시,한경면,면,제주 전역,4653.0,136767,6.1,90.0,0.137,False,
2023,12,2023-12-01,제주시,추자면,면,제주 전역,4312.0,141511,6.7,68.0,0.166,False,
2023,12,2023-12-01,제주시,우도면,면,제주 전역,3473.0,136844,7.1,48.0,0.151,False,
2023,12,2023-12-01,서귀포시,송산동,동,서귀포 일대,8275.0,133830,6.4,68.0,0.129,False,
2023,12,2023-12-01,서귀포시,정방동,동,서귀포 일대,7599.0,139424,7.2,63.0,0.149,False,
2023,12,2023-12-01,서귀포시,중앙동,동,서귀포 일대,8112.0,137603,6.4,74.0,0.153,False,
2023,12,2023-12-01,서귀포시,천지동,동,서귀포 일대,7745.0,138104,6.9,88.0,0.151,False,
2023,12,2023-12-01,서귀포시,효돈동,동,서귀포 일대,7180.0,138166,6.0,119.0,0.155,False,
2023,12,2023-12-01,서귀포시,영천동,동,서귀포 일대,8972.0,136548,6.0,92.0,0.151,False,
2023,12,2023-12-01,서귀포시,동홍동,동,서귀포 일대,7134.0,142382,5.9,90.0,0.152,False,
2023,12,2023-12-01,서귀포시,서홍동,동,서귀포 일대,7878.0,140916,4.4,81.0,0.109,False,
2023,12,2023-12-01,서귀포시,대륜동,동,서귀포 일대,8431.0,139434,6.5,57.0,0.138,False,
2023,12,2023-12-01,서귀포시,대천동,동,서귀포 일대,8243.0,136942,6.0,91.0,0.124,False,
2023,12,2023-12-01,서귀포시,중문동,동,서귀포 일대,7882.0,143506,6.5,61.0,0.131,False,
2023,12,2023-12-01,서귀포시,예래동,동,서귀포 일대,8075.0,133937,6.2,69.0,0.137,False,
2023,12,2023-12-01,서귀포시,대정읍,읍,서귀포 일대,9716.0,139314,7.4,95.0,0.144,False,
2023,12,2023-12-01,서귀포시,남원읍,읍,서귀포 일대,8958.0,140749,6.4,87.0,0.139,False,
2023,12,2023-12-01,서귀포시,성산읍,읍,서귀포 일대,9308.0,139822,6.8,85.0,0.149,False,
